address,zip_code,building_name,leasing_phone,leasing_email,website,numberofunits,year_built,number_stories,total_livable_area,market_value,owner_business_name,parcel_number,contact_confidence,source,active_listings_count,studio_count,br1_count,br2_count,br3plus_count,rent_min,rent_max,year_built_source,construction_era,website_source,lon,lat
4401-11 WALNUT ST,19104,"Manor Flats off Sansom, University City, Philly, New Luxury Apartment Rentals",+1 732-351-2567,,,32,1935,4,33434,5897900,4401 WALNUT HOLDINGS LLC,881121800,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.210366,39.955341
3026 W QUEEN LN,19129,Carlton Park Apartments,+1 267-297-7980,,,32,1958,2,31482,4240000,CHARLWIN REALTY GROUP LLC,881136050,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.181863,40.019055
5051 OXFORD AVE,19124,Oxford Gardens,+1 215-310-7333,,,32,1940,2,24078,2404600,OXFORD PORTFOLIO LLC,881220900,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.084008,40.023075
920 EMERSON ST,19111,Emerson Flats Apartments,+1 267-703-3589,,,32,1964,3,31479,3196900,KATHLEEN OVERWISE - AGENT,881228500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.071854,40.075067
905 N 41ST ST,19104,862 N 41st St,+1 215-268-6151,,,32,1928,3,21174,1928300,WESTMINSTER EVANGELICAL,881428900,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.205518,39.970056
6515-19 N BROAD ST,19126,Jjy Apartments,+1 561-275-6429,,,32,1925,3,19500,2563200,MILLER 12 LLC,881150555,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.141257,40.052734
1133-37 N 4TH ST,19123,The Fountain Building,+1 267-682-6130,,,32,1950,4,30060,6577300,CAMBRIDGE MANAGEMENT,881006667,matched,opa_license,1,0,1,0,0,1525,1525,opa_license,1950-1979,,-75.142915,39.968919
3640 STANTON ST,19129,Falls Ridge,+1 215-848-4116,,,32,1900,3,26680,3746700,"3640 STANTON, LP",881137650,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.193778,40.011189
4504 PINE ST,19143,Spruce Square,+1 215-246-0606,,,32,1925,4,18000,2853600,NEIGBORHOOD PRESERVATION & DEV FUND,881144065,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.212833,39.951628
8221 E ROOSEVELT BLVD,19152,Pennypack Crossing,+1 877-879-5992,,,32,1953,3,17414,2100000,PARK CIRCLE ASSOCIATES LP,881224400,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.043125,40.060056
415 S VAN PELT ST,19146,Textile Lofts,+1 215-398-7150,,,32,1890,3,22689,7154100,415 SOUTH VAN PELT ASSOCIATES,881032695,matched,opa_license,1,0,1,0,0,2500,2500,opa_license,Pre-1950,,-75.177255,39.946469
6050 OVERBROOK AVE,19131,6300 CITY AVE,+1 267-885-2858,,,32,1927,9,54138,10040400,ST JOSEPHS UNIVERSITY,881125675,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.247835,39.990243
3600 SPRING GARDEN ST,19104,Springline on 36th Apartments,+1 215-921-5486,,,31,1924,4,16144,3205300,BERGER REAL ESTATE INVESTMENT INC,881108175,matched,opa_license,1,1,0,0,0,895,895,opa_license,Pre-1950,,-75.194455,39.962371
2559-77 AMBER ST,19125,Kensington Courts,,,,31,2019,4,42872,6187900,2559 AMBER LLC,881068780,matched,opa_license,1,0,1,0,0,1395,1395,opa_license,2010-2019,,-75.124143,39.984585
1210 CHESTNUT ST,19107,The Collins Apartments,+1 267-881-0177,,,31,1900,5,42031,8526600,FOUR FORTY NORTH FRONT LLC,881301980,matched,opa_license,4,0,2,2,0,2085,2430,opa_license,Pre-1950,,-75.160916,39.950084
3608-12 SPRING GARDEN ST,19104,Springline on 36th Apartments,+1 215-921-5486,,,30,1920,4,25000,4951100,CP ACQUISITIONS 16  LLC,881561630,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.194933,39.962289
615 VERNON RD,19119,Blakemore Apartments Complex,,,,30,1927,3,22500,2610400,CRESTWOOD PROPERTIES 2004 LP,881210005,matched,opa_license,1,0,1,0,0,1350,1350,opa_license,Pre-1950,,-75.177939,40.061362
1701-07 TULIP ST,19125,The Chesterman Building,+1 215-701-9110,,,30,1900,5,32489,3920100,MM EQUITY PARTNERS PHILLY LLC,881164455,matched,opa_license,2,0,1,1,0,1545,1795,opa_license,Pre-1950,,-75.131048,39.974903
1132-40 N FRONT ST,19123,Piazza Alta,+1 215-613-9619,,,30,1925,5,21962,5302700,FRANKLIN SPICE LLC,881005905,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.136673,39.968536
1901-13 FAUNCE ST,19111,,,,,30,1950,3,15975,2202700,AL PROPERTIES LLC,881171700,none,opa_license,0,,,,,,,opa_license,1950-1979,,-75.06283,40.05637
9984 FERNDALE ST,19115,Brookmont Apartment Homes,+1 215-709-6967,,,30,1955,3,26082,2838800,FAIRFIELD APARTMENT COMPLEX LP,881196800,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.035376,40.106049
117-21 SPRING GARDEN ST,19123,Residences at 1 Brown,+1 215-764-5909,,http://www.livelovephilly.com/,30,2018,5,46511,8937100,SPRING GARDEN VIEW LLC,881571612,matched,opa_license,2,0,0,2,0,1999,2400,opa_license,2010-2019,rentcast_api,-75.13958,39.960815
525-47 ARMSTRONG ST,19144,Wister Court Apartments,+1 215-647-0166,,,30,2015,4,28500,3831100,WISTER GREEN ARMSTRONG 525 LP,881056080,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.159845,40.037774
5730-42 FRANKFORD AVE,19135,,,,,30,1972,2,25836,2136900,A&E SUNRISE GROUP LLC,881222600,none,opa_license,0,,,,,,,opa_license,1950-1979,,-75.072199,40.025975
1586-98 N 52ND ST,19131,Centennial Village,+1 215-944-5087,,,30,1920,4,24498,2275400,PINELAKE MANAGEMENT ASSOCIATES LP,886761030,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.225824,39.979327
4748 PINE ST,19143,Olympic Tower Apartments,+1 215-536-3555,,,30,1950,4,23018,2656600,AGT: GSPM,881145750,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.218148,39.952299
14000 BUSTLETON AVE,19116,Station Walk Apartments,+1 215-673-8330,,,30,1709,,14580,3354500,ONE MANSION INC,881433600,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.013086,40.131284
119-25 S 39TH ST,19104,The Chestnut,+1 833-876-4829,,,30,1915,4,19736,4081100,UNIVERSITY CITY ASSOCIATES,881117100,matched,opa_license,1,1,0,0,0,975,975,opa_license,Pre-1950,,-75.19987,39.954352
1231-33 WALNUT ST,19107,The Collins Apartments,+1 267-881-0177,,,30,1920,7,27680,5917300,EMPIRE BUILDING PARTNERS LP,881011201,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.161916,39.949282
730 STELLA MARIS ST,19148,Apartment,,,,30,1965,3,24337,3192300,WHITMAN COURT ASSOC,881137600,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.16273,39.912193
5243-59 COTTAGE ST,19124,Cottage Court Apartments,+1 267-412-2082,,,29,1973,3,23004,1986700,FEDOROWYCZ CHRISTINE,881221200,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.069731,40.017139
2940 W THOMPSON ST,19121,The Hub at 31 Brewerytown,+1 267-419-7667,,,29,2018,5,30975,4934100,FS 2940 PROPERTIES LLC,881070249,matched,opa_license,1,0,1,0,0,1475,1475,opa_license,2010-2019,,-75.184469,39.976321
801 S 47TH ST,19143,University Court on Chester Apartments,+1 215-921-5486,,,29,1925,4,27376,3517700,BCRE 47TH STREET L.P,881122565,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.216406,39.948365
1607-19 CATHARINE ST,19146,,,,https://www.ocfrealty.com,29,1920,4,52331,5852700,16TH AND CATHARINE STREET LLC,881450510,none,opa_license,3,0,2,1,0,1385,2550,opa_license,Pre-1950,rentcast_api,-75.169821,39.941516
6301-15 OVERBROOK AVE,19151,6300 CITY AVE,+1 267-885-2858,,,29,1909,4,42464,8719300,CP ACQUISITIONS 5 LP,881125700,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.25037,39.988385
234-40 E SHARPNACK ST,19119,,,,,29,1962,3,23400,2516000,MANA REALTY INC,881094700,none,opa_license,0,,,,,,,opa_license,1950-1979,,-75.179529,40.05295
1414 71ST AVE,19126,Mandela Apartments,+1 215-310-7333,,,28,1955,3,22950,2287100,MOUNT WEST APARTMENTS LP,881053400,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.140674,40.060927
500 E UPSAL ST,19119,Willow Bend Apartments,+1 844-559-1587,,,28,1960,3,18649,2628100,500 UPSAL 2014 LP,881099050,matched,opa_license,2,0,0,2,0,1395,1395,opa_license,1950-1979,,-75.175436,40.056125
1021-27 RIDGE AVE,19123,Goldtex,+1 267-500-9025,,http://www.realtymark.net,28,1925,6,34257,4710000,SPRING ARTS LLC,881519450,matched,opa_license,3,2,0,1,0,1250,1495,opa_license,Pre-1950,rentcast_api,-75.155661,39.959861
1431 N 15TH ST,19121,The Greenery Apartments,+1 267-530-1047,,,28,2015,4,31134,4055800,JOSEPH SWIFT,881146151,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.159881,39.975714
4421-33 PEARSON AVE,19114,Pearson Court,+1 215-267-6561,,,28,1967,3,14660,2391500,POWER THREE PROPERTIES LLC,881225200,matched,opa_license,1,1,0,0,0,1045,1045,opa_license,1950-1979,,-74.99872,40.055417
2411-19 KENSINGTON AVE,19125,Hagert and York,+1 445-264-2150,,,28,2018,4,32130,4264900,2411 KENSINGTON AVENUE LLC,881340002,matched,opa_license,1,0,1,0,0,1300,1300,opa_license,2010-2019,,-75.131284,39.986269
800-02 S 49TH ST,19143,Florence Flats,+1 215-508-2212,,,28,1927,4,22979,3155000,IRONSTONE ENTERPRISES,881155100,matched,opa_license,1,1,0,0,0,1099,1099,opa_license,Pre-1950,,-75.220464,39.947145
4401-07 SPRUCE ST,19104,Fairfax Apartments,+1 267-332-1996,,,28,1965,4,29320,4013800,SIMON ASSOCIATES LIMITED,881122290,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.210763,39.953082
315 S 45TH ST,19104,Fairfax Apartments,+1 267-332-1996,,,28,1925,4,38000,8746900,SIMON ASSOCIATES PENNSYLV,881123300,matched,opa_license,1,1,0,0,0,1205,1205,opa_license,Pre-1950,,-75.212055,39.952082
6628 N 8TH ST,19126,Oak Lynne Apartments,+1 267-331-5802,,,28,1954,2,17651,2111300,PHILCARD PROPERTIES,881149700,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.132322,40.053126
5101-25 N CAMAC ST,19141,Lindley Court Apartments,+1 215-457-1336,,,27,1962,3,20835,2126500,CAMAC GARDENS LLC,881150525,matched,opa_license,1,0,0,1,0,1900,1900,opa_license,1950-1979,,-75.143299,40.030463
4419-29 WALNUT ST,19104,"Manor Flats off Sansom, University City, Philly, New Luxury Apartment Rentals",+1 732-351-2567,,,27,1930,3,22764,3366500,NEW HORIZON WEST I LP,881121030,matched,opa_license,2,0,1,1,0,1295,1975,opa_license,Pre-1950,,-75.211003,39.955432
419-23 S 48TH ST,19143,Olympic Tower Apartments,+1 215-536-3555,,,27,1925,4,34650,6016000,NEW HORIZONS WEST LANE LLC,881144055,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.218129,39.951988
3408-16 RHAWN ST,19136,,,,,27,1968,4,25027,2423800,1260 HOUSING DEVELOPMENT CORP,881224700,none,opa_license,0,,,,,,,opa_license,1950-1979,,-75.030527,40.043797
4015 DEVEREAUX AVE,19135,Mulberry Court,+1 215-445-4559,,,27,1971,3,24831,2101500,GORDON* MICHAEL,881166600,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.061705,40.026908
5245 OXFORD AVE,19124,Oxford Avenue Apartments LP,+1 215-289-1905,,,27,1962,5,25700,1891900,OXFORD AVENUE APT LP,881221500,matched,opa_license,2,1,1,0,0,925,1050,opa_license,1950-1979,,-75.084804,40.027503
1706-22 N SYDENHAM ST,19121,Oxford Village Apartments,+1 215-765-3134,,,27,2005,4,36540,3036300,JOB 2 LP,881147850,matched,opa_license,0,,,,,,,opa_license,2000-2009,,-75.160408,39.979637
313-15 VINE ST,19106,The View at Old City,+1 833-981-3117,,,27,1899,5,22912,4246700,"313 VINE STREET, LLC",881006314,matched,opa_license,1,0,1,0,0,1721,1721,opa_license,Pre-1950,,-75.145302,39.956241
1510 POPLAR ST,19130,20onPoplar Luxury Apartments,+1 267-797-2175,,,27,2010,3,32500,1082400,FRANCISVILLE EAST LP,886710625,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.162404,39.970355
8110-18 VERREE RD,19111,Park Chase Apartments,+1 215-742-8895,,,27,1962,2,104000,14887300,PARK CHASE ASSOCIATES LP,881224500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.074909,40.075084
755 KENTWOOD ST,19116,Kentwood Apartments,+1 215-673-9414,,,27,1970,3,17184,2523800,KENTWOOD ASSOCIATES INC,881189400,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.029802,40.108718
730 SANFORD ST,19116,Kentwood Apartments,+1 215-673-9414,,,27,1970,3,17164,2512500,KENTWOOD ASSOCIATES INC,881189600,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.029566,40.109378
4849 PARKSIDE AVE,19131,,,,,26,1926,3,14400,1385600,SPEARS BOBBY & JOYLE,881431000,none,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.219479,39.993356
303-09 N 65TH ST,19139,Carlton Arms Apartments,+1 215-774-5875,,,26,1870,3,30000,1616500,LIBERTY PORTFOLIO LLC,881128510,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.249337,39.96836
528-34 KNORR ST,19111,Cheltenham Station Apartment Homes,+1 888-903-5467,,,26,1965,3,19357,2886100,KNORR ONE LLC,881131100,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.089756,40.053536
500-02 S 47TH ST,19143,Spruce Square,+1 215-246-0606,,,26,1925,3,13476,2249800,LARCHMONT 26 GROUP LP,881144040,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.217022,39.950645
615 E UPSAL ST,19119,Ardleigh Gardens Apartments,+1 267-415-4064,,,26,1956,3,27314,2474400,ARDLEIGH GARDENS 2007 LLC,881099051,matched,opa_license,1,0,1,0,0,1375,1375,opa_license,1950-1979,,-75.175001,40.057614
6708 HARBISON AVE,19149,6700 harbson av,,,,26,1962,2,20642,2770300,ZAFAR AND FAISAL REAL ESTATE,881165500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.065655,40.039251
304 ARCH ST,19106,The National Old City Apartments,+1 215-278-9885,,,26,1890,5,35500,5457000,ATTN: ASI MANAGEMENT,881006399,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.145543,39.951874
7700 OXFORD AVE,19111,,,,,26,1970,2,19440,2698700,BETZ OXFORD CORP,881223900,none,opa_license,0,,,,,,,opa_license,1950-1979,,-75.084483,40.067426
300-50 SAUNDERS AVE,19104,University City Apartments at UPENN / DREXEL / PENN Medicine,+1 215-671-6400,,,26,1920,,19000,644200,PEOPLES EMERGENCY CENTER CDC,886810660,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.199363,39.960003
1411 72ND AVE,19126,Mandela Apartments,+1 215-310-7333,,,25,1955,3,18700,2053300,MOUNT WEST APARTMENTS LP,881054010,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.140466,40.063238
4834 N PENN ST,19124,Grand Leiper Apartments,+1 866-488-3650,,,25,1900,3,15273,1548500,PENN STREET EQUITIES LLC,881104620,matched,opa_license,1,0,1,0,0,1095,1095,opa_license,Pre-1950,,-75.083697,40.020106
6800-14 BINGHAM ST,19111,Rising Sun Gardens,+1 215-750-8514,,,25,1962,3,22521,3151200,ROSE ELLIS LLC,881132500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.088906,40.053894
516-26 S 42ND ST,19104,The Linden University City,+1 833-326-0240,,,25,1915,4,32620,7295100,LARCHTON 516 LLC,881123000,matched,opa_license,1,0,1,0,0,1350,1350,opa_license,Pre-1950,,-75.207339,39.948815
6351-55 LANCASTER AVE,19151,6300 CITY AVE,+1 267-885-2858,,,25,1936,4,25656,2708800,LARCHTON 6351 LLC,881126110,matched,opa_license,1,0,1,0,0,1095,1095,opa_license,Pre-1950,,-75.249729,39.986632
910 EMERSON ST,19111,Emerson Flats Apartments,+1 267-703-3589,,,25,1964,2,23228,2418700,YANAT INC,881228400,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.072577,40.07547
1050 E MONTGOMERY AVE,19125,The Battery Philadelphia Apartments,+1 833-686-3450,,https://www.susiesellsphiladelphia.com,25,1915,3,30540,2522400,1050 EAST HISTORIC ASSOCIATES LIMITED,881130600,matched,opa_license,2,0,2,0,0,1450,1500,opa_license,Pre-1950,rentcast_api,-75.126776,39.969922
4046-48 CHESTNUT ST,19104,Uno on Chestnut,+1 267-215-3536,,,25,2018,5,34924,7357300,4046-48 CHESTNUT STREET LP,881602505,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.204109,39.955571
1523 W GIRARD AVE,19130,The Greenery Apartments,+1 267-530-1047,,,25,1915,4,20942,2511600,1521 GIRARD LP,881070133,matched,opa_license,1,0,0,1,0,1675,1675,opa_license,Pre-1950,,-75.161942,39.972106
152-58 LAUREL ST,19123,Residences at 1 Brown,+1 215-764-5909,,https://www.ocfrealty.com,25,2017,4,20057,5079700,"CAPITAL FLATS II, LLC",881067004,matched,opa_license,8,1,6,1,0,1500,2156,opa_license,2010-2019,rentcast_api,-75.139514,39.964802
4042-44 CHESTNUT ST,19104,Uno on Chestnut,+1 267-215-3536,,,25,2015,5,34944,6756700,4042-44 CHESTNUT ST LP,881602350,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.203933,39.955547
5926 BUSTLETON AVE,19149,,,,,25,1965,3,12244,1635100,WEISBORD DANIEL,881221100,none,opa_license,0,,,,,,,opa_license,1950-1979,,-75.074371,40.029434
15-25 S 61ST ST,19139,Chestnut Park Apartments,+1 215-515-4012,,,25,1900,,28000,525600,VON LOUHR PARTNERSHIP,886810850,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.242565,39.961619
4824-34 PINE ST,19143,Olympic Tower Apartments,+1 215-536-3555,,,25,1925,4,15744,2214200,NPDF PINE ASSOCIATES LP,881143915,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.219387,39.952435
2300 HARTEL AVE,19152,Northeast Apartments,+1 215-333-5522,,,25,1964,3,23542,2417500,NORTHEAST APARTMENT ASSOCIATION LP,881171800,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.053493,40.054682
4317-21 SPRUCE ST,19104,Fairfax Apartments,+1 267-332-1996,,,24,1930,3,16950,3892800,RECTOR STREET ASSOCIATES LP,881122200,matched,opa_license,1,0,0,1,0,1915,1915,opa_license,Pre-1950,,-75.209869,39.952977
438-48 MEMPHIS ST,19125,The Chesterman Building,+1 215-701-9110,,,24,2019,5,23990,4813200,438 PARTNERS LLC,881426804,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.131146,39.974298
5728 COTTAGE ST,19135,Cottage Street Apartments,+1 267-866-7117,,,24,1987,3,14000,3150000,LODEN STEVEN,881221400,matched,opa_license,1,0,1,0,0,1295,1295,opa_license,1980-1999,,-75.065366,40.019443
7200-06 CRITTENDEN ST,19119,Wiltshire Arms Apartments,+1 215-709-2777,,,24,1960,3,16636,2137400,"WILTSHIRE LCP, LLC",881044020,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.183503,40.067714
3221 SPRING GARDEN ST,19104,University City Philadelphia Apartments,+1 267-219-5949,,,24,2014,5,23535,5862700,"3221 SPRING GARDEN VENTURES, LP",881040632,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.189459,39.963456
370 W JOHNSON ST,19144,Wood Norton Apartment Homes,+1 855-850-9714,,http://mgmtresidential.com,24,2022,6,50112,8505500,JOHNSON STREET HOLDINGS LLC,881000409,matched,opa_license,3,0,0,3,0,1745,2095,opa_license,2020+,rentcast_api,-75.189335,40.038243
13651-71 PHILMONT AVE,19116,Station Walk Apartments,+1 215-673-8330,,,24,1970,3,50170,10557700,"REAL PROPERTIES, MGR J. LIPNER",881205500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.009919,40.131743
2707 STANWOOD ST,19152,Stanwood 2707,+1 267-715-9580,,,24,1964,3,15402,2114600,MICHAEL V SCALZO,881224600,matched,opa_license,2,1,1,0,0,1155,1200,opa_license,1950-1979,,-75.043454,40.056915
118-20 N 50TH ST,19139,Dunlap Apartments,+1 215-508-2212,,,24,1925,3,11040,1933500,1975,881143300,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.220797,39.961815
1822-26 W TIOGA ST,19140,Tioga Garden Apartments,+1 215-392-2345,,,24,2017,,31660,590400,1822 HOUSING LP,886820000,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.159337,40.006705
1629 W GIRARD AVE,19130,The Greenery Apartments,+1 267-530-1047,,,24,2017,4,16572,2427600,GLASBERG ALON,881070138,matched,opa_license,0,,,,,,,opa_license,2010-2019,,-75.163624,39.972325
1636-54 W FLORA ST,19121,The Greenery Apartments,+1 267-530-1047,,https://brynmawr.yourkwoffice.com,24,2017,4,17816,2594700,GLASBERG ALON,881070136,matched,opa_license,2,1,0,1,0,1285,2240,opa_license,2010-2019,rentcast_api,-75.163874,39.972503
7840 HASBROOK AVE,19111,Fox Chase Place Apartments,+1 267-356-5022,,,24,1975,3,18192,2178700,ACITELLI ALDO,881223700,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.085338,40.073585
4040 OGDEN ST,19104,,,,,24,1950,2,13000,1272800,MARLEY LP,881420401,none,opa_license,1,0,0,1,0,1500,1500,opa_license,1950-1979,,-75.204895,39.969137
1912-30 N 4TH ST,19122,The Gotham,+1 445-270-1267,,,24,1998,,3000,525600,"PARTNERSHIP PRESERVATION ASSOCIATES, L.P.",886604101,matched,opa_license,0,,,,,,,opa_license,1980-1999,,-75.141147,39.980226
4100-02 PARKSIDE AVE,19104,The Brantwood II,+1 215-877-3377,,,24,1917,4,21298,2043100,4102 PARKSIDE LP,881820305,matched,opa_license,2,0,1,1,0,1225,1375,opa_license,Pre-1950,,-75.207108,39.975011
4537 SPRUCE ST,19139,"Manor Flats off Sansom, University City, Philly, New Luxury Apartment Rentals",+1 732-351-2567,,,24,1905,3,15552,2036800,DEBRO INVESTMENTS,881145530,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.213821,39.953361
2607 WELSH RD,19114,Joshua House Apartments,+1 866-425-2577,,,24,1972,3,283262,47746100,HERITAGE ASSOCIATES PRTSHP,881189500,matched,opa_license,1,0,1,0,0,1250,1250,opa_license,1950-1979,,-75.027801,40.06921
5926 GREENE ST,19144,The Lennox Apartments,+1 215-650-6530,,,24,1950,3,21600,2086300,GREENE ASSOCIATES LLC,881211700,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.180421,40.036139
1730-36 TEESDALE ST,19111,The LORD’s Way,+1 215-989-1899,,,24,1960,3,19350,2203600,WESLEY HALL-THE LORDS WAY AGT,881171520,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.069631,40.053976
1720-30 COTTMAN AVE,19111,The LORD’s Way,+1 215-989-1899,,,24,1960,3,16530,3574700,THE LORD'S WAY CORP,881163410,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.07062,40.053414
10714-20 HALDEMAN AVE,19116,Haldeman Manor Apartments,+1 267-361-1968,,,24,1964,3,42400,9000300,HALDEMAN MANOR ASSOCIATES LP,881203500,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.011335,40.100448
1307 SPRUCE ST,19107,1316 Pine Street Apartments,+1 267-432-7288,,,24,1925,4,11660,3896300,WM PENN REALTY GROUP AGENT,881013510,matched,opa_license,3,2,0,1,0,350,2445,opa_license,Pre-1950,,-75.162962,39.947056
4807 CHESTER AVE,19143,University Court on Chester Apartments,+1 215-921-5486,,,24,1925,3,37800,2264400,NEW HORIZONS WEST END LLC,881143950,matched,opa_license,2,0,0,2,0,2400,2400,opa_license,Pre-1950,,-75.216054,39.944913
6521 BELFIELD AVE,19119,Willow Bend Apartments,+1 844-559-1587,,,24,1925,2,18978,1933000,SPRAGUE CT APTS LLC,881095500,matched,opa_license,0,,,,,,,opa_license,Pre-1950,,-75.175918,40.056595
6660 SPRAGUE ST,19119,Blakemore Apartments Complex,,,,24,1950,2,18638,2078900,SPRAGUE CT APTS LLC,881097000,matched,opa_license,0,,,,,,,opa_license,1950-1979,,-75.178826,40.058593
